index,kind,name,codepoint,ink,light,sig
606,symbol,MicError,U+EC56,233,312,fefece6e6c6c7c78
607,symbol,PlaybackRate1x,U+EC57,217,279,e61b7b7b3b82fe78
608,symbol,CashDrawer,U+EC59,367,481,fffffebefe86fefc
609,symbol,BarcodeScanner,U+EC5A,281,345,e0b8b8bcfefefe0c
610,symbol,ReceiptPrinter,U+EC5B,240,264,02020efeccccfc00
611,symbol,MagStripeReader,U+EC5C,303,349,fe3f0fff87ff0000
612,symbol,CompletedSolid,U+EC61,709,744,fefffffffffefe78
613,symbol,Favicon2,U+EC6C,359,411,fffffff77f7fff00
614,symbol,MicOn,U+EC71,485,529,fefefefe7c7c7c78
615,symbol,MicClipping,U+EC72,479,550,fefefefefffeff7b
616,symbol,DeveloperTools,U+EC7A,277,378,fcfcfcfc7c7cfcfc
617,symbol,BodyCam,U+EC80,303,357,ff3f2727bffffe00
618,symbol,PoliceCar,U+EC81,346,407,7fffcfff83fefc00
619,symbol,Draw,U+EC87,157,205,0f1e3c78f0e0c080
620,symbol,DrawSolid,U+EC88,234,255,0e1e3c78f0c08000
621,symbol,LowerBrightness,U+EC8A,155,220,107c7cee7c7c1000
622,symbol,ScrollUpDown,U+EC8F,115,156,78cc8400c46c3810
623,symbol,Uninstall,U+EC91,147,147,4c4c4c4c7c000000
624,symbol,DateTime,U+EC92,400,477,fedefefefefefec4
625,symbol,HoloLens,U+EC94,244,308,4cfe3fffb3ff0000
626,symbol,Tiles,U+ECA5,380,444,ff1fffffffffff00
627,symbol,Calories,U+ECAD,187,225,86868e9ecc687830
628,symbol,Unit,U+ECC6,196,254,1e376edcb8f0e040
629,symbol,AddTo,U+ECC8,219,255,ceb67a7ab2c6fc00
630,symbol,RemoveFrom,U+ECC9,189,225,ce867a7a82c6fc00
631,symbol,RadioBtnOff,U+ECCA,132,170,860303030382fe78
632,symbol,RadioBtnOn,U+ECCB,553,607,fefffffffffefe78
633,symbol,RadioBullet2,U+ECCC,421,437,78fcfcfcfc780000
634,symbol,ExploreContent,U+ECCD,332,364,9292fefe92fefefe
635,symbol,Blocked2,U+ECE4,215,261,ce8303ff8382fe78
636,symbol,ScrollMode,U+ECE7,74,88,6800303000487830
637,symbol,ZoomMode,U+ECE8,101,111,7800303010387830
638,symbol,PanMode,U+ECE9,127,155,6886b33386487830
639,symbol,WiredUSB,U+ECF0,244,304,7cc4c4c4fc7c7c7c
640,symbol,WirelessUSB,U+ECF1,222,305,3c28fcc4fc7c7c7c
641,symbol,ResetDevice,U+ED10,213,292,fc3e2a2a3e1ffaf8
642,symbol,QRCode,U+ED14,369,475,fefefefefefefe00
643,symbol,Feedback,U+ED15,232,303,637efef63e1cfcfc
644,symbol,Subtitles,U+ED1E,334,404,ffffffff0303ff00
645,symbol,SubtitlesAudio,U+ED1F,318,390,ffff7fff8303ff00
646,symbol,OpenFolderHorizontal,U+ED25,280,338,ff8307ffffff0f00
647,symbol,Headphone0,U+ED30,109,130,001b1b1b1f0e0000
648,symbol,Headphone1,U+ED31,135,165,003b3b3b3f0e0000
649,symbol,Headphone2,U+ED32,188,232,40fbbbbbff4e0000
650,symbol,Headphone3,U+ED33,198,246,c0fbbbbbffce8000
651,symbol,Apps,U+ED35,244,282,ff63e3e363ff0000
652,symbol,KeyboardBrightness,U+ED39,211,256,ffefef7cd6100000
653,symbol,SkipBack10,U+ED3C,197,255,a8a8ec4f0787fc00
654,symbol,SkipForward30,U+ED3D,179,236,b8bcfccb8386fc00
655,symbol,Narrator,U+ED4D,389,434,ff83a3f3ffbff8f0
656,symbol,EmojiTabPeople,U+ED53,330,429,bfb7ffefffbafe78
657,symbol,EmojiTabSmilesAnimals,U+ED54,255,350,fe7f7f6f6f82fe78
658,symbol,EmojiTabCelebrationObjects,U+ED55,197,244,f8183c6666767c3c
659,symbol,EmojiTabFoodPlants,U+ED56,316,374,1cfcf4f4fcfc7e1c
660,symbol,EmojiTabTransitPlaces,U+ED57,279,372,feffeffffef80000
661,symbol,EmojiTabSymbols,U+ED58,278,362,ffe4c48edf7fffce
662,symbol,ConnectApp,U+ED5C,277,333,3ff3fb7f3ffefe00
663,symbol,Ruler,U+ED5E,216,230,868e9e9e8e9e9e00
664,symbol,FingerInking,U+ED5F,248,299,181c1cbef3fffeb0
665,symbol,StrokeErase,U+ED60,172,215,76db8e8cd8702000
666,symbol,PointErase,U+ED61,172,215,76db8e8cd8702000
667,symbol,ClearAllInk,U+ED62,226,308,76db8f8fdb73ffff
668,symbol,Pencil,U+ED63,231,277,38787ccc86fece86
669,symbol,Marker,U+ED64,187,264,78fcc486ffff0303
670,symbol,InkingCaret,U+ED65,0,0,0000000000000000
671,symbol,InkingColorOutline,U+ED66,274,306,ce87030383c6fe78
672,symbol,InkingColorFill,U+ED67,675,695,fefefefefefefc00
673,symbol,HardDrive,U+EDA2,149,215,00ffffc3ff000000
674,symbol,NetworkAdapter,U+EDA3,336,363,7cfefe8282fefc00
675,symbol,Touchscreen,U+EDA4,338,444,cc9fff7f7f7fffff
676,symbol,NetworkPrinter,U+EDA5,319,383,7c7cfefefefe7c7c
677,symbol,CloudPrinter,U+EDA6,272,335,f81eff93f3ce7800
678,symbol,KeyboardShortcut,U+EDA7,283,379,be7fffffffff0000
679,symbol,BrushSize,U+EDA8,339,410,ffffffffffff1f00
680,symbol,PenWorkspace,U+EDC6,229,313,3b3bfef0f0f0e0c0
681,symbol,ClearFormatting,U+EDDA,279,339,1c3c7c7c3c1c0c04
682,symbol,Strikethrough,U+EDE0,284,344,ff3bff3afe303000
683,symbol,Export,U+EDE1,128,156,008383ff83810000
684,symbol,CloudSearch,U+EDE4,198,249,fc7e43c3cffe7000
685,symbol,CalligraphyPen,U+EDFB,264,294,7878fcf4dcfc8484
686,symbol,Play36,U+EE4A,43,58,0018786818000000
687,symbol,PenPalette,U+EE56,211,245,7e0e1e1e3e3c3830
688,symbol,GuestUser,U+EE57,227,298,86cc7cfcb4fcfc78
689,symbol,GenericScan,U+EE6F,191,231,03bfbcbcbd038700
690,symbol,ImageExport,U+EE71,333,396,ff8797ffff7c3810
691,symbol,CastTo,U+EE77,224,277,fefefcf8f0c0c000
692,symbol,Wheel,U+EE94,239,281,fe827efe02fe7c00
693,symbol,VirtualMachineGroup,U+EEA3,255,364,ffffff1313ffff1e
694,symbol,BackgroundToggle,U+EF1F,373,427,fcfffff393ffe000
695,symbol,Marquee,U+EF20,126,141,8200828282f6fe80
696,symbol,ChromeCloseContrast,U+EF2C,428,504,cffe7c78fceec782
697,symbol,ChromeMinimizeContrast,U+EF2D,210,210,0000ffff00000000
698,symbol,ChromeMaximizeContrast,U+EF2E,459,459,ff87878787ffffff
699,symbol,ChromeRestoreContrast,U+EF2F,623,624,7ff7f7fffff8f8f8
700,symbol,TrafficLight,U+EF31,371,469,7cfefefefefefe7c
701,symbol,Replay,U+EF3B,215,277,861b78783f83ff78
702,symbol,Eyedropper,U+EF3C,224,248,1f36ecf8b070f080
703,symbol,LineDisplay,U+EF3D,304,380,783838ffffffff00
704,symbol,PINPad,U+EF3E,340,442,fcfcfcfefefefefe
705,symbol,SignatureCapture,U+EF3F,405,462,87c3ffff9ffffffc
706,symbol,ChipCardCreditCardReader,U+EF40,373,438,a4a4a4a4bfffffff
707,symbol,LandscapeOrientation,U+EF6B,221,257,ff030303c3c3ff00
708,symbol,Flow,U+EF90,159,216,0f1f1ff0e0e0c000
709,symbol,Touchpad,U+EFA5,266,311,ff13ff0303ffff00
710,symbol,Speech,U+EFA9,197,256,63befee6e6fc8000
711,symbol,ButtonA,U+F093,218,282,867b7b3b3382fe78
712,symbol,ButtonB,U+F094,231,292,863b7b3b7b82fe78
713,symbol,ButtonY,U+F095,197,249,863333337b82fe78
714,symbol,ButtonX,U+F096,215,286,867b3b337b82fe78
715,symbol,ArrowUp8,U+F0AD,252,296,303030b4fefc7830
716,symbol,ArrowDown8,U+F0AE,252,286,7cfef63030303030
717,symbol,ArrowRight8,U+F0AF,252,286,60e0ffffc0e06000
718,symbol,ArrowLeft8,U+F0B0,252,296,1c0effff0e1c0800
719,symbol,Protractor,U+F0B4,216,274,fe8383838386fe78
720,symbol,Connected,U+F0B9,256,310,ceee7838fecece00
721,symbol,PencilFill,U+F0C6,256,291,3078780000fefefe
722,symbol,CalligraphyFill,U+F0C7,232,271,3878780000fcfcfc
723,symbol,QuarterStarLeft,U+F0CA,114,138,1c1c1c1e0f000000
724,symbol,QuarterStarRight,U+F0CB,103,125,e060e0e0e0000000
725,symbol,ThreeQuarterStarLeft,U+F0CC,272,293,3c3c3c3e3f303010
726,symbol,ThreeQuarterStarRight,U+F0CD,261,280,f070f0f0f0303010
727,symbol,BackMirrored,U+F0D2,152,178,60c0ffffc0603000
728,symbol,ForwardMirrored,U+F0D3,162,216,1c0effff060c1810
729,symbol,ChromeBackContrast,U+F0D5,403,437,3c1effff1e3c3830
730,symbol,GridView,U+F0E2,343,440,3b3bffffff3bffff
731,symbol,ClipboardList,U+F0E3,351,408,fefefefefefefe30
732,symbol,SpatialVolume0,U+F0EB,251,284,361b1f1f1f163c00
733,symbol,SpatialVolume1,U+F0EC,289,329,365b5fdf5f163c00
734,symbol,SpatialVolume2,U+F0ED,337,387,f6dbdfdfdfd63c00
735,symbol,SpatialVolume3,U+F0EE,345,400,f6dbdfdfdfd6bc00
736,symbol,ApplicationGuard,U+F0EF,229,285,f0fff7f3c303ffff
737,symbol,LeftStick,U+F108,203,257,fcdcdfd7ff000000
738,symbol,RightStick,U+F109,228,296,fcfcffffff000000
739,symbol,TriggerLeft,U+F10A,203,269,86067c5cfc06fefc
740,symbol,TriggerRight,U+F10B,310,375,8683bfbfff83fffe
741,symbol,BumperLeft,U+F10C,288,340,ff7f7f7feefc0000
742,symbol,BumperRight,U+F10D,300,373,fe7fffffeffe0000
743,symbol,Dpad,U+F10E,188,236,3838fcfcfc380000
744,symbol,HMD,U+F119,172,224,4cfe330333ff0000
745,symbol,FolderHorizontal,U+F12B,218,246,ff0303030fff0f00
746,symbol,MicrophoneListening,U+F12E,366,429,fefefefe7c6c7c78
747,symbol,Video360,U+F131,184,267,fe13fffefeb60000
748,symbol,GiftboxOpen,U+F133,262,310,86869ffebcfefb40
749,symbol,StatusCircleOuter,U+F136,734,749,fefffffffffe7c00
750,symbol,StatusCircleRing,U+F138,166,196,ee82828286fc3800
751,symbol,StatusTriangleOuter,U+F139,391,419,fefe7c7c38381000
752,symbol,StatusTriangleExclamation,U+F13B,36,42,1010101000000000
753,symbol,StatusCircleExclamation,U+F13C,39,42,1010101010000000
754,symbol,StatusCircleErrorX,U+F13D,81,121,006c38386c000000
755,symbol,StatusCircleCheckmark,U+F13E,45,63,00183c6000000000
756,symbol,StatusCircleInfo,U+F13F,38,45,1010101010000000
757,symbol,StatusCircleBlock,U+F140,215,262,eee2b29a8efc3800
758,symbol,StatusCircleQuestionMark,U+F142,60,80,1010302838000000
759,symbol,StatusCircleSync,U+F143,116,157,107c7c7c78000000
760,symbol,Dial1,U+F146,96,104,2020202020383000
761,symbol,Dial2,U+F147,132,156,7c08386060687800
762,symbol,Dial3,U+F148,134,161,7c40603860607800
763,symbol,Dial4,U+F149,152,182,60fcfc7870706000
764,symbol,Dial5,U+F14A,133,162,7840407818087800
765,symbol,Dial6,U+F14B,172,210,78484c7c38187000
